fid,idvegetal,projet,site,entiteadmi,reseau,noevenemen,typeevenem,annee,dateprevue,genre,nomespece,cultivar,dhs,hauteur,formatpot,lat,lon,Present,Site_1,dbh_2025,height2025,Comments,Measured_height,Measured_DBH
"1285","14811",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624166935","-73.613410588",,HRDP-2,,,,,
"1286","14815",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","250",10g,"45.624054981","-73.61366257",,HRDP-2,,,,,
"1287","14820",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624001946","-73.613749241",,HRDP-2,,,,,
"1288","14835",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,rubra,,"30","200",7g,"45.623992824","-73.613694123",,HRDP-2,,,,,
"1289","14875",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Cladrastis,lutea,,"25","250",7g,"45.6240645","-73.61380353",,HRDP-2,,,,,
"1290","14920",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","250",10g,"45.624123297","-73.613542128",,HRDP-2,,,,,
"1291","14993",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,populifolia,,"25","225",2g,"45.624340916","-73.613662163",,HRDP-2,,,,,
"1292","15041",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,americana,REDMOND,"30","275",10g,"45.624144258","-73.613852915",,HRDP-2,,,,,
"1293","15055",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624242515","-73.613655873",,HRDP-2,,,,,
"1294","15095",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624313941","-73.613713144",,HRDP-2,,,,,
"1295","15188",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,alba,TRISTIS,"25","200",7g,"45.624573872","-73.613342487",,HRDP-2,,,,,
"1296","15214",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624178119","-73.613704715",,HRDP-2,,,,,
"1297","15251",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,alleghaniensis,,"25","175",7g,"45.624446163","-73.613950917",,HRDP-2,,,,,
"1298","15262",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.62414602","-73.613448712",,HRDP-2,,,,,
"1299","15313",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624381933","-73.6137816",,HRDP-2,,,,,
"1300","15400",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,populifolia,,"25","225",2g,"45.624354244","-73.613657977",,HRDP-2,,,,,
"1301","15420",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Cladrastis,lutea,,"25","250",7g,"45.6240935","-73.613315465",,HRDP-2,,,,,
"1302","15435",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ginkgo,biloba,,"30","275",racines nues,"45.624180387","-73.613935266",,HRDP-2,,,,,
"1303","15489",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,rubrum,RED SUNSET,"30","250",15gal,"45.624303411","-73.613338989",,HRDP-2,,,,,
"1304","15498",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624122695","-73.613605615",,HRDP-2,,,,,
"1305","15517",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.623953965","-73.613662667",,HRDP-2,,,,,
"1306","15520",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"25","200",3g,"45.624435502","-73.613543783",,HRDP-2,,,,,
"1307","15541",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ginkgo,biloba,,"30","275",racines nues,"45.624109904","-73.613815183",,HRDP-2,,,,,
"1308","15569",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Cladrastis,lutea,,"25","250",7g,"45.624074298","-73.61338388",,HRDP-2,,,,,
"1309","15626",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,alba,TRISTIS,"25","200",7g,"45.62436732","-73.613323318",,HRDP-2,,,,,
"1310","15767",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624296247","-73.613491191",,HRDP-2,,,,,
"1311","15830",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","250",10g,"45.624097469","-73.613361501",,HRDP-2,,,,,
"1312","15844",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.624066885","-73.613897334",,HRDP-2,,,,,
"1313","15846",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"25","200",3g,"45.624343338","-73.613311317",,HRDP-2,,,,,
"1314","15866",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624272043","-73.613600292",,HRDP-2,,,,,
"1315","15887",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"0","200",7g,"45.623999956","-73.613651133",,HRDP-2,,,,,
"1316","15966",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624226224","-73.613398618",,HRDP-2,,,,,
"1317","16000",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.623959376","-73.613715555",,HRDP-2,,,,,
"1318","16036",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,americana,REDMOND,"30","275",10g,"45.624389788","-73.613412893",,HRDP-2,,,,,
"1319","16114",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,rubra,,"20","175",5g,"45.62451172","-73.613487355",,HRDP-2,,,,,
"1320","16155",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"25","200",3g,"45.624176213","-73.6136579",,HRDP-2,,,,,
"1321","16221",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Carpinus,caroliniana,,"30","275",7g,"45.624420068","-73.613435455",,HRDP-2,,,,,
"1322","16302",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","275",10g,"45.62433447","-73.61383546",,HRDP-2,,,,,
"1323","16312",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624356781","-73.61362864",,HRDP-2,,,,,
"1324","16315",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,americana,REDMOND,"30","275",10g,"45.624405149","-73.61352953",,HRDP-2,,,,,
"1325","16337",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624279518","-73.613549272",,HRDP-2,,,,,
"1326","16490",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ginkgo,biloba,,"30","275",racines nues,"45.624076016","-73.613698928",,HRDP-2,,,,,
"1327","16523",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.62392479","-73.613714602",,HRDP-2,,,,,
"1328","16578",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","250",10g,"45.6241207","-73.613455002",,HRDP-2,,,,,
"1329","16629",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Quercus,palustris,,"35","250",10g,"45.624047472","-73.613538135",,HRDP-2,,,,,
"1330","16648",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,populifolia,,"25","225",2g,"45.624503135","-73.613437451",,HRDP-2,,,,,
"1331","16677",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,pensylvanicum,,"25","200",3g,"45.624150962","-73.613684138",,HRDP-2,,,,,
"1332","16707",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Thuja,occidentalis,,"30","100",10g,"45.624083359","-73.613559012",,HRDP-2,,,,,
"1333","16742",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624472222","-73.613429825",,HRDP-2,,,,,
"1334","16906",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"20","175",5g,"45.624626856","-73.613499243",,HRDP-2,,,,,
"1335","16920",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"20","175",5g,"45.624605037","-73.613302344",,HRDP-2,,,,,
"1336","16930",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624461111","-73.613333279",,HRDP-2,,,,,
"1337","16935",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,nigra,HERITAGE,"20","200",7g,"45.624023575","-73.613323778",,HRDP-2,,,,,
"1338","16939",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"20","175",5g,"45.624499747","-73.613546918",,HRDP-2,,,,,
"1339","16945",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Carpinus,caroliniana,,"30","275",10g,"45.623935513","-73.613629798",,HRDP-2,,,,,
"1340","16984",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,papyrifera,,"20","175",3g,"45.624277634","-73.613127365",,HRDP-2,,,,,
"1341","16993",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,alleghaniensis,,"25","175",7g,"45.62416702","-73.613842251",,HRDP-2,,,,,
"1342","17065",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.6242417","-73.613518304",,HRDP-2,,,,,
"1343","17073",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Acer,rubrum,,"30","300",7g,"45.624297461","-73.613844267",,HRDP-2,,,,,
"1344","17198",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Populus,deltoides,SIOUXLAND,"25","200",7g,"45.624083503","-73.613837642",,HRDP-2,,,,,
"1345","17202",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Carpinus,caroliniana,,"30","275",10g,"45.623934231","-73.613680053",,HRDP-2,,,,,
"1346","17205",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624487576","-73.613282091",,HRDP-2,,,,,
"1347","17236",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"25","200",5g,"45.624248747","-73.613457742",,HRDP-2,,,,,
"1348","17274",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,americana,REDMOND,"30","275",10g,"45.624194707","-73.613605761",,HRDP-2,,,,,
"1349","17311",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,cordata,,"20","175",5g,"45.624529686","-73.613675196",,HRDP-2,,,,,
"1350","17403",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.624139695","-73.613046237",,HRDP-2,,,,,
"1351","17405",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Picea,omorika,,"30","100",10g,"45.624019526","-73.613826354",,HRDP-2,,,,,
"1352","17484",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624236303","-73.613565233",,HRDP-2,,,,,
"1353","17520",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Ulmus,americana,,"30","275",10g,"45.623893567","-73.613550664",,HRDP-2,,,,,
"1354","17557",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Larix,laricina,,"35","150",1g,"45.62411228","-73.613077161",,HRDP-2,,,,,
"1355","17599",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Populus,deltoides,SIOUXLAND,"25","200",7g,"45.62404176","-73.613766666",,HRDP-2,,,,,
"1356","17616",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Salix,nigra,,"25","150",7g,"45.624197439","-73.61353184",,HRDP-2,,,,,
"1357","17650",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Populus,deltoides,SIOUXLAND,"25","200",7g,"45.624065075","-73.613332944",,HRDP-2,,,,,
"1358","17653",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,americana,REDMOND,"30","275",10g,"45.624205033","-73.613434337",,HRDP-2,,,,,
"1359","17748",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Celtis,occidentalis,,"25","200",7g,"45.624060967","-73.61374156",,HRDP-2,,,,,
"1360","17753",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Populus,deltoides,SIOUXLAND,"25","200",7g,"45.623975066","-73.61362674",,HRDP-2,,,,,
"1361","17844",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Celtis,occidentalis,,"25","200",7g,"45.623958333","-73.613602383",,HRDP-2,,,,,
"1362","17871",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Betula,populifolia,,"25","225",2g,"45.624511554","-73.613316391",,HRDP-2,,,,,
"1363","17947",CIUSSS du Nord,Hôpital en santé mentale Rivière-des-Prairies,rivière-des-prairies-pointe-aux-trembles,santé,SDL009,plantation,"2023",2023-07-02T20:00:00.000,Tilia,americana,REDMOND,"30","275",10g,"45.623996537","-73.613533263",,HRDP-2,,,,,
